iter	Passed	Remaining
207	513	1954
208	514	1948
209	516	1944
210	519	1941
211	520	1936
212	523	1932
213	524	1927
214	527	1925
215	529	1921
216	531	1918
217	534	1915
218	536	1911
219	538	1907
220	539	1903
221	542	1900
222	544	1897
223	546	1893
224	549	1891
225	550	1886
226	552	1881
227	555	1879
228	557	1875
229	559	1873
230	561	1869
231	563	1865
232	565	1861
233	567	1859
234	570	1857
235	572	1853
236	574	1849
237	576	1845
238	578	1840
239	580	1838
240	582	1833
241	584	1830
242	587	1829
243	589	1826
244	591	1823
245	593	1818
246	595	1814
247	597	1810
248	598	1805
249	600	1801
250	602	1798
251	604	1795
252	606	1791
253	608	1787
254	610	1785
255	613	1781
256	615	1778
257	617	1776
258	619	1771
259	621	1767
260	622	1763
261	624	1760
262	627	1758
263	629	1754
264	632	1753
265	634	1750
266	636	1746
267	638	1743
268	640	1740
269	642	1738
270	644	1733
271	646	1731
272	648	1727
273	650	1724
274	652	1721
275	654	1717
276	656	1713
277	658	1711
278	660	1707
279	663	1706
280	665	1703
281	667	1700
282	669	1696
283	671	1693
284	673	1689
285	676	1689
286	678	1686
287	680	1683
288	683	1680
289	685	1678
290	688	1676
291	690	1673
292	692	1671
293	694	1667
294	696	1663
295	698	1660
296	699	1656
297	701	1652
298	703	1649
299	706	1647
300	708	1645
301	710	1642
302	712	1639
303	714	1636
304	716	1633
305	718	1629
306	720	1626
307	722	1623
308	724	1619
309	726	1616
310	727	1612
311	730	1610
312	732	1607
313	734	1605
314	737	1604
315	739	1600
316	740	1596
317	742	1592
318	743	1587
319	745	1583
320	747	1580
321	748	1576
322	750	1572
323	751	1568
324	753	1564
325	755	1561
326	757	1558
327	758	1554
328	760	1550
329	761	1547
330	763	1543
331	765	1540
332	767	1536
333	768	1533
334	770	1529
335	772	1526
336	774	1522
337	775	1519
338	777	1516
339	779	1512
340	781	1509
341	782	1506
342	784	1502
343	786	1499
344	788	1496
345	789	1493
346	791	1489
347	793	1486
348	795	1483
349	796	1480
350	798	1476
351	800	1473
352	801	1469
353	803	1466
354	805	1463
355	806	1459
356	808	1456
357	811	1454
358	812	1451
359	814	1447
360	815	1444
361	817	1440
362	819	1438
363	821	1434
364	822	1431
365	824	1428
366	826	1425
367	828	1422
368	830	1420
369	831	1416
370	833	1413
371	835	1409
372	836	1406
373	838	1403
374	840	1400
375	841	1397
376	843	1393
377	845	1390
378	846	1387
379	848	1384
380	850	1381
381	851	1378
382	853	1374
383	855	1372
384	857	1369
385	859	1366
386	860	1363
387	862	1360
388	864	1357
389	865	1354
390	867	1351
391	869	1348
392	870	1345
393	872	1341
394	874	1338
395	876	1336
396	877	1333
397	879	1330
398	880	1326
399	882	1323
400	884	1321
401	886	1318
402	887	1315
403	889	1312
404	891	1309
405	892	1306
406	894	1303
407	896	1300
408	897	1297
409	899	1294
410	901	1291
411	902	1288
412	904	1285
413	906	1282
414	908	1280
415	909	1277
416	911	1274
417	912	1271
418	914	1268
419	916	1265
420	917	1262
421	919	1259
422	921	1256
423	922	1253
424	924	1250
425	926	1247
426	927	1244
427	929	1242
428	931	1239
429	932	1236
430	934	1233
431	936	1231
432	937	1228
433	939	1225
434	941	1222
435	942	1219
436	944	1217
437	946	1214
438	948	1212
439	950	1209
440	952	1206
441	953	1204
442	955	1201
443	957	1198
444	959	1196
445	961	1193
446	962	1191
447	964	1188
448	966	1185
449	967	1182
450	969	1180
451	971	1177
452	972	1174
453	974	1172
454	976	1169
455	977	1166
456	980	1164
457	981	1161
458	983	1158
459	984	1156
460	986	1153
461	988	1151
462	990	1148
463	991	1145
464	993	1143
465	995	1140
466	997	1138
467	999	1135
468	1000	1133
469	1002	1130
470	1004	1127
471	1005	1125
472	1007	1122
473	1009	1119
474	1010	1117
475	1012	1114
476	1014	1111
477	1015	1109
478	1017	1106
479	1019	1104
480	1020	1101
481	1022	1099
482	1024	1096
483	1025	1093
484	1027	1091
485	1029	1088
486	1030	1085
487	1032	1083
488	1034	1080
489	1035	1078
490	1038	1076
491	1039	1073
492	1041	1070
493	1043	1068
494	1044	1066
495	1046	1063
496	1048	1061
497	1050	1058
498	1051	1056
499	1053	1053
500	1055	1051
501	1057	1048
502	1058	1046
503	1060	1043
504	1062	1041
505	1063	1038
506	1065	1036
507	1067	1034
508	1069	1031
509	1071	1029
510	1072	1026
511	1074	1024
512	1076	1021
513	1078	1019
514	1079	1016
515	1081	1014
516	1082	1011
517	1084	1009
518	1086	1006
519	1087	1004
520	1089	1001
521	1091	999
522	1093	996
523	1094	994
524	1096	992
525	1098	989
526	1100	987
527	1101	984
528	1103	982
529	1105	980
530	1106	977
531	1108	975
532	1110	972
533	1112	970
534	1113	968
535	1115	965
536	1117	963
537	1118	960
538	1120	958
539	1122	956
540	1124	954
541	1126	951
542	1128	949
543	1129	947
544	1131	944
545	1133	942
546	1134	939
547	1136	937
548	1138	935
549	1140	933
550	1141	930
551	1143	928
552	1145	925
553	1146	923
554	1148	920
555	1150	918
556	1151	916
557	1153	913
558	1155	911
559	1156	908
560	1158	906
561	1160	904
562	1161	901
563	1163	899
564	1164	896
565	1166	894
566	1168	892
567	1169	889
568	1171	887
569	1173	884
570	1174	882
571	1176	880
572	1177	877
573	1179	875
574	1180	872
575	1182	870
576	1184	868
577	1186	866
578	1188	864
579	1190	861
580	1192	859
581	1193	857
582	1195	855
583	1197	852
584	1199	850
585	1200	848
586	1202	845
587	1204	843
588	1206	841
589	1207	839
590	1209	836
591	1211	834
592	1212	832
593	1214	830
594	1216	827
595	1218	825
596	1219	823
597	1221	821
598	1223	818
599	1225	816
600	1227	814
601	1229	812
602	1231	810
603	1233	808
604	1234	806
605	1236	803
606	1238	801
607	1240	799
608	1242	797
609	1244	795
610	1246	793
611	1247	791
612	1249	788
613	1250	786
614	1252	784
615	1254	781
616	1256	779
617	1257	777
618	1259	775
619	1261	773
620	1263	771
621	1264	768
622	1266	766
623	1268	764
624	1270	762
625	1272	759
626	1274	757
627	1275	755
628	1277	753
629	1279	751
630	1280	749
631	1282	747
632	1284	744
633	1286	742
634	1288	740
635	1289	738
636	1291	735
637	1292	733
638	1294	731
639	1296	729
640	1297	726
641	1299	724
642	1301	722
643	1302	720
644	1304	717
645	1306	715
646	1307	713
647	1309	711
648	1310	708
649	1312	706
650	1314	704
651	1315	702
652	1317	700
653	1319	698
654	1321	695
655	1323	693
656	1325	691
657	1326	689
658	1328	687
659	1330	685
660	1331	683
661	1333	681
662	1335	678
663	1337	676
664	1338	674
665	1340	672
666	1342	670
667	1343	667
668	1345	665
669	1347	663
670	1349	661
671	1350	659
672	1352	657
673	1353	654
674	1354	652
675	1356	650
676	1358	647
677	1359	645
678	1361	643
679	1363	641
680	1364	639
681	1366	637
682	1368	634
683	1369	632
684	1371	630
685	1373	628
686	1374	626
687	1376	624
688	1378	622
689	1380	620
690	1382	618
691	1383	615
692	1385	613
693	1386	611
694	1388	609
695	1390	607
696	1391	605
697	1393	603
698	1395	600
699	1397	598
700	1399	596
701	1400	594
702	1402	592
703	1404	590
704	1405	588
705	1407	586
706	1409	584
707	1410	581
708	1412	579
709	1414	577
710	1415	575
711	1417	573
712	1419	571
713	1420	569
714	1422	567
715	1424	564
716	1425	562
717	1427	560
718	1429	558
719	1430	556
720	1432	554
721	1434	552
722	1435	550
723	1437	548
724	1439	545
725	1441	543
726	1442	541
727	1444	539
728	1445	537
729	1447	535
730	1449	533
731	1450	531
732	1452	529
733	1454	526
734	1455	524
735	1457	522
736	1459	520
737	1461	518
738	1462	516
739	1464	514
740	1466	512
741	1468	510
742	1469	508
743	1471	506
744	1473	504
745	1475	502
746	1477	500
747	1478	498
748	1480	496
749	1482	494
750	1484	492
751	1485	490
752	1487	488
753	1489	485
754	1491	483
755	1492	481
756	1494	479
757	1496	477
758	1498	475
759	1500	473
760	1502	471
761	1503	469
762	1505	467
763	1507	465
764	1509	463
765	1511	461
766	1513	459
767	1514	457
768	1516	455
769	1518	453
770	1519	451
771	1521	449
772	1523	447
773	1524	445
774	1526	443
775	1528	441
776	1530	439
777	1531	437
778	1533	435
779	1535	433
780	1536	430
781	1538	428
782	1540	426
783	1542	425
784	1544	422
785	1545	420
786	1547	418
787	1549	416
788	1550	414
789	1552	412
790	1554	410
791	1555	408
792	1557	406
793	1559	404
794	1561	402
795	1562	400
796	1564	398
797	1566	396
798	1567	394
799	1569	392
800	1570	390
801	1572	388
802	1574	386
803	1576	384
804	1577	382
805	1579	380
806	1581	378
807	1582	376
808	1584	374
809	1586	372
810	1587	370
811	1589	368
812	1591	365
813	1592	363
814	1594	361
815	1596	359
816	1598	357
817	1599	355
818	1601	353
819	1603	351
820	1604	349
821	1606	347
822	1608	345
823	1609	343
824	1611	341
825	1612	339
826	1614	337
827	1616	335
828	1617	333
829	1619	331
830	1621	329
831	1622	327
832	1624	325
833	1626	323
834	1627	321
835	1629	319
836	1631	317
837	1632	315
838	1634	313
839	1636	311
840	1637	309
841	1639	307
842	1640	305
843	1642	303
844	1644	301
845	1645	299
846	1647	297
847	1649	295
848	1650	293
849	1652	291
850	1654	289
851	1656	287
852	1657	285
853	1659	283
854	166855	16855	1663	279
856	166857	16857	166858	16858	166859	16859	166860	16860	167861	16861	167862	16862	167863	16863	167864	16864	167865	16865	168866	16866	168867	16867	168868	16868	168869	16869	168870	16870	168871	16871	169872	16872	169873	16873	169874	16874	169875	16875	169876	16876	169877	16877	170878	17878	170879	17879	170880	17880	170881	17881	170882	17882	171883	17883	171884	17884	171885	17885	171886	17886	171887	17887	171888	17888	172889	17889	172890	17890	1723	210
891	1725	208
892	1727	206
893	1729	205
894	1731	203
895	1732	201
896	1734	199
897	1736	197
898	1738	195
899	1739	193
900	174901	17901	174902	17902	174903	17903	174904	17904	174905	17905	174906	17906	1751	179
907	1753	177
908	175909	17909	175910	17910	175911	17911	176912	17912	1762	167
913	1764	165
914	1766	164
915	1767	162
916	1769	160
917	1772	158
918	1773	156
919	1775	154
920	1777	152
921	177922	17922	1781	148
923	1783	146
924	1785	144
925	1787	142
926	1789	140
927	1790	138
928	1792	137
929	1794	135
930	1797	133
931	1798	131
932	1800	129
933	1802	127
934	1804	125
935	1805	123
936	1808	121
937	1809	119
938	1811	117
939	1813	115
940	1815	113
941	1817	111
942	1818	109
943	1820	108
944	1822	106
945	1824	104
946	1826	102
947	1828	100
948	1830	98
949	1831	96
950	1833	94
951	18952	18952	18953	18953	18954	18954	1840	86
955	1843	84
956	1846	82
957	1848	81
958	1850	79
959	1852	77
960	1854	75
961	1855	73
962	1857	71
963	1859	69
964	1861	67
965	1862	65
966	1864	63
967	1865	61
968	1867	59
969	1869	57
970	1870	55
971	1872	53
972	1874	52
973	1875	50
974	1877	48
975	1879	46
976	1881	44
977	1883	42
978	1884	40
979	1886	38
980	1888	36
981	1889	34
982	1893	32
983	1895	30
984	1896	28
985	1897	26
986	1899	25
987	1901	23
988	1902	21
989	1904	19
990	1905	17
991	1907	15
992	1908	13
993	1910	11
994	1912	9
995	1913	7
996	1915	5
997	1916	3
998	1918	1
999	1919	0
